OBJECTID,observation_id,taxon_id,taxon_category_name,observer_id,observed_on,observed_on_month,observed_on_year,modified_on,quality_grade,latitude,longitude,uncertainty_m,taxon_genus_name,taxon_species_name,taxon_infraspecific_name,scientific_name,common_name,reference_url,SHAPE,long,lat,center_x,center_y,taxon_class_name_x,taxon_class_name_y
131407250,205199986,60983,Plantae,dcullen,2024-04-01T12:04:03-07:00,4,2024,2024-04-03T12:52:21+00:00,research,37.9943716667,-122.975145,5,Arabis,blepharophylla,,Arabis blepharophylla,Coast Rockcress,https://www.inaturalist.org/observations/205199986,"{'x': -122.97514499999994, 'y': 37.99437166700005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97514499999994,37.99437166700005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
91672584,110254210,77069,Plantae,catchang,2022-04-02T14:46:10-07:00,4,2022,2025-01-25T01:11:17+00:00,research,37.99438,-122.975175,6,Erysimum,concinnum,,Erysimum concinnum,headland wallflower,https://www.inaturalist.org/observations/110254210,"{'x': -122.97517499999998, 'y': 37.994380000000035, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97517499999998,37.994380000000035,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
91825353,69886480,61010,Plantae,isaac_krone,2021-02-12T16:06:46-06:00,2,2021,2021-02-21T08:01:47+00:00,research,37.9944735337,-122.9752747715,191,Lupinus,arboreus,,Lupinus arboreus,yellow bush lupine,https://www.inaturalist.org/observations/69886480,"{'x': -122.97527477099999, 'y': 37.994473534000065, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97527477099999,37.994473534000065,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
94377046,30351692,5212,Aves,emjtca,2019-08-04T17:46:00-07:00,8,2019,2019-08-07T14:37:34+00:00,research,37.9931928524,-122.9749443982,388,Buteo,jamaicensis,,Buteo jamaicensis,Red-tailed Hawk,https://www.inaturalist.org/observations/30351692,"{'x': -122.97494439799999, 'y': 37.99319285200005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97494439799999,37.99319285200005,-122.90530061399994,38.027592301000055,Aves,Aves
92606076,30351695,53094,Plantae,emjtca,2019-08-04T17:40:00-07:00,8,2019,2023-09-17T16:52:17+00:00,research,37.9931928524,-122.9749443982,388,Heracleum,maximum,,Heracleum maximum,common cowparsnip,https://www.inaturalist.org/observations/30351695,"{'x': -122.97494439799999, 'y': 37.99319285200005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97494439799999,37.99319285200005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
130705679,122203790,60738,Plantae,eridley1,2022-06-14T12:20:00-07:00,6,2022,2022-07-19T22:49:39+00:00,research,38.0771555556,-122.9582444444,4,Castilleja,ambigua,,Castilleja ambigua,Johnny-nip,https://www.inaturalist.org/observations/122203790,"{'x': -122.95824444399994, 'y': 38.07715555600004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95824444399994,38.07715555600004,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
131407401,205200318,53328,Plantae,dcullen,2024-04-01T11:59:32-07:00,4,2024,2024-04-21T20:06:05+00:00,research,37.99437,-122.9757383333,6,Viola,adunca,,Viola adunca,hookedspur violet,https://www.inaturalist.org/observations/205200318,"{'x': -122.97573833299998, 'y': 37.99437000000006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97573833299998,37.99437000000006,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
132095236,293965389,61032,Plantae,annienzelll,2025-06-18T17:07:00-07:00,6,2025,2025-06-30T05:20:40+00:00,research,38.0781583333,-122.9571222222,4,Hypericum,anagalloides,,Hypericum anagalloides,Bog St. John's-wort,https://www.inaturalist.org/observations/293965389,"{'x': -122.95712222199995, 'y': 38.07815833300003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95712222199995,38.07815833300003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
130701635,122194761,60223,Plantae,eridley1,2022-06-14T12:05:00-07:00,6,2022,2022-06-17T19:52:23+00:00,research,38.0783083333,-122.9573138889,4,Plantago,subnuda,,Plantago subnuda,Tall Coastal Plantain,https://www.inaturalist.org/observations/122194761,"{'x': -122.95731388899998, 'y': 38.07830833300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95731388899998,38.07830833300005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
90856612,110149034,48795,Plantae,lenaz,2022-04-01T10:26:06-07:00,4,2022,2022-04-04T02:16:48+00:00,research,37.9938066394,-122.9758023949,1387,Sidalcea,malviflora,,Sidalcea malviflora,Dwarf Checkermallow,https://www.inaturalist.org/observations/110149034,"{'x': -122.97580239499996, 'y': 37.99380663900007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97580239499996,37.99380663900007,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
92866823,111220604,132363,Plantae,graysquirrel,2022-04-11T11:26:00-07:00,4,2022,2023-02-02T23:22:38+00:00,research,38.0913883333,-122.9253916667,,Platanthera,,,Piperia,Rein Orchids,https://www.inaturalist.org/observations/111220604,"{'x': -122.92539166699999, 'y': 38.091388333000054, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.92539166699999,38.091388333000054,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
93498988,70861247,53328,Plantae,alecjchiono,2021-03-08T13:49:20-08:00,3,2021,2021-03-09T06:33:02+00:00,research,37.9938716667,-122.9758833333,10,Viola,adunca,,Viola adunca,hookedspur violet,https://www.inaturalist.org/observations/70861247,"{'x': -122.97588333299996, 'y': 37.993871667000064, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97588333299996,37.993871667000064,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
131521564,205471229,53328,Plantae,tsoto,2024-04-04T18:44:55-07:00,4,2024,2024-04-05T20:30:06+00:00,research,37.9939083333,-122.9760966667,4,Viola,adunca,,Viola adunca,hookedspur violet,https://www.inaturalist.org/observations/205471229,"{'x': -122.97609666699998, 'y': 37.993908333000036, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97609666699998,37.993908333000036,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
92734628,194938376,53208,Plantae,silveradojim,2023-12-26T13:24:09-08:00,12,2023,2023-12-27T21:03:56+00:00,research,37.9948666667,-122.976875,6,Delairea,odorata,,Delairea odorata,Cape-ivy,https://www.inaturalist.org/observations/194938376,"{'x': -122.97687499999995, 'y': 37.99486666700005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97687499999995,37.99486666700005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
90801277,110192775,77069,Plantae,tiwane,2022-04-01T12:12:00-07:00,4,2022,2025-11-18T22:38:47+00:00,research,37.9954133333,-122.9771683333,,Erysimum,concinnum,,Erysimum concinnum,headland wallflower,https://www.inaturalist.org/observations/110192775,"{'x': -122.97716833299995, 'y': 37.995413333000045, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97716833299995,37.995413333000045,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
92679594,70712341,53169,Plantae,cmbeekman,2021-03-06T12:37:41-08:00,3,2021,2021-03-07T03:49:32+00:00,research,37.9948383333,-122.9769283333,8,Oxalis,pes-caprae,,Oxalis pes-caprae,Bermuda-buttercup,https://www.inaturalist.org/observations/70712341,"{'x': -122.97692833299999, 'y': 37.994838333000075, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97692833299999,37.994838333000075,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
131237935,165062510,82069,Insecta,deantroi,2023-06-01T13:18:13-07:00,6,2023,2024-11-28T18:02:47+00:00,research,37.9954416667,-122.9772416667,4,Phyciodes,pulchella,,Phyciodes pulchella,Field Crescent,https://www.inaturalist.org/observations/165062510,"{'x': -122.97724166699999, 'y': 37.99544166700008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97724166699999,37.99544166700008,-122.90530061399994,38.027592301000055,Insecta,Insecta
131110102,164760916,78174,Plantae,sqshemet,2023-05-28T15:08:30-07:00,5,2023,2023-05-31T21:07:23+00:00,research,38.0140027778,-122.8506805556,,Nasturtium,officinale,,Nasturtium officinale,watercress,https://www.inaturalist.org/observations/164760916,"{'x': -122.85068055599999, 'y': 38.014002778000076, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85068055599999,38.014002778000076,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
90708826,110178122,50320,Plantae,olliecat,2022-04-01T10:45:00+00:00,4,2022,2022-04-05T14:42:59+00:00,research,37.9941343084,-122.9767945959,15,Lathyrus,vestitus,,Lathyrus vestitus,Pacific pea,https://www.inaturalist.org/observations/110178122,"{'x': -122.97679459599999, 'y': 37.99413430800007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97679459599999,37.99413430800007,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
132025661,293795458,51889,Plantae,lszterrill,2025-06-29T10:06:29-07:00,6,2025,2025-12-18T17:29:04+00:00,research,37.9958035564,-122.9777785299,8,Dudleya,farinosa,,Dudleya farinosa,powdery liveforever,https://www.inaturalist.org/observations/293795458,"{'x': -122.97777852999997, 'y': 37.995803556000055, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97777852999997,37.995803556000055,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
131019388,164551359,2969,Aves,michael_long,2023-05-27T08:43:00-07:00,5,2023,2025-06-08T13:11:25+00:00,research,37.9951970689,-122.9775324497,2,Streptopelia,decaocto,,Streptopelia decaocto,Eurasian Collared-Dove,https://www.inaturalist.org/observations/164551359,"{'x': -122.97753244999996, 'y': 37.99519706900003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97753244999996,37.99519706900003,-122.90530061399994,38.027592301000055,Aves,Aves
94498628,70899256,41728,Mammalia,mjm_oak,2021-03-07T14:14:00-08:00,3,2021,2024-10-23T04:40:47+00:00,research,37.9955888889,-122.9777305556,4,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/70899256,"{'x': -122.97773055599998, 'y': 37.99558888900003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97773055599998,37.99558888900003,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
93840124,111225271,68896,Plantae,graysquirrel,2022-04-11T13:09:00-07:00,4,2022,2022-04-20T21:21:26+00:00,research,38.077535,-122.95988,,Romulea,rosea,,Romulea rosea,Rosy sandcrocus,https://www.inaturalist.org/observations/111225271,"{'x': -122.95987999999994, 'y': 38.07753500000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95987999999994,38.07753500000007,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
130706947,122206647,77688,Plantae,eridley1,2022-06-14T11:57:00-07:00,6,2022,2023-03-02T20:27:30+00:00,research,38.0797083333,-122.9571388889,3,Leptosiphon,grandiflorus,,Leptosiphon grandiflorus,large-flowered leptosiphon,https://www.inaturalist.org/observations/122206647,"{'x': -122.95713888899996, 'y': 38.07970833300004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95713888899996,38.07970833300004,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
131407386,205200287,48225,Plantae,dcullen,2024-04-01T10:11:36-07:00,4,2024,2024-04-03T14:39:27+00:00,research,37.994245,-122.9771883333,8,Eschscholzia,californica,,Eschscholzia californica,Californian poppy,https://www.inaturalist.org/observations/205200287,"{'x': -122.97718833299996, 'y': 37.994245000000035, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97718833299996,37.994245000000035,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
132035138,293818047,50878,Plantae,lszterrill,2025-06-29T10:22:43-07:00,6,2025,2025-06-29T18:37:12+00:00,research,37.9960303249,-122.9783340835,13,Erigeron,glaucus,,Erigeron glaucus,seaside daisy,https://www.inaturalist.org/observations/293818047,"{'x': -122.978334083, 'y': 37.99603032500005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.978334083,37.99603032500005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
94659518,110952308,68182,Plantae,laurashriver,2022-03-16T14:18:51-06:00,3,2022,2022-04-10T12:48:39+00:00,research,38.0159111167,-122.8496466667,12,Taraxia,ovata,,Taraxia ovata,Sun Cup,https://www.inaturalist.org/observations/110952308,"{'x': -122.84964666699994, 'y': 38.01591111700003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.84964666699994,38.01591111700003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
131218736,165017656,53178,Plantae,jozaki,2023-06-01T11:34:24-07:00,6,2023,2023-06-02T13:37:09+00:00,research,37.994438161,-122.9780155646,5,Plantago,lanceolata,,Plantago lanceolata,English plantain,https://www.inaturalist.org/observations/165017656,"{'x': -122.97801556499996, 'y': 37.99443816100006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97801556499996,37.99443816100006,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
90874663,110371418,50618,Plantae,kueda,2022-03-24T12:44:00-07:00,3,2022,2022-04-04T07:55:39+00:00,research,37.9955974666,-122.9788482307,59,Fritillaria,affinis,,Fritillaria affinis,checker lily,https://www.inaturalist.org/observations/110371418,"{'x': -122.97884823099997, 'y': 37.99559746700004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97884823099997,37.99559746700004,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
93518176,30351647,11901,Aves,emjtca,2019-08-04T19:11:00-07:00,8,2019,2019-08-07T05:27:29+00:00,research,37.9946204925,-122.9784557882,488,Hirundo,rustica,,Hirundo rustica,Barn Swallow,https://www.inaturalist.org/observations/30351647,"{'x': -122.97845578799996, 'y': 37.994620492000024, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97845578799996,37.994620492000024,-122.90530061399994,38.027592301000055,Aves,Aves
93647564,282180736,49918,Plantae,tracy905,2025-05-12T12:21:00-07:00,5,2025,2025-06-04T20:19:16+00:00,research,37.9958495833,-122.9795532222,,Sisyrinchium,bellum,,Sisyrinchium bellum,western blue-eyed grass,https://www.inaturalist.org/observations/282180736,"{'x': -122.97955322199999, 'y': 37.99584958300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97955322199999,37.99584958300005,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
90892494,194164914,52998,Plantae,reidhardin,2023-12-12T18:29:00-08:00,12,2023,2026-01-03T21:06:16+00:00,research,37.9951183333,-122.9794166667,,Conium,maculatum,,Conium maculatum,poison hemlock,https://www.inaturalist.org/observations/194164914,"{'x': -122.97941666699995, 'y': 37.99511833300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97941666699995,37.99511833300005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
131249333,165088439,52998,Plantae,jozaki,2023-06-01T12:54:57-07:00,6,2023,2025-08-02T21:49:50+00:00,research,37.9950741864,-122.9794475975,5,Conium,maculatum,,Conium maculatum,poison hemlock,https://www.inaturalist.org/observations/165088439,"{'x': -122.97944759699999, 'y': 37.99507418600007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97944759699999,37.99507418600007,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
94273262,30351669,5212,Aves,emjtca,2019-08-04T18:04:00-07:00,8,2019,2019-08-07T05:27:22+00:00,research,37.9928189675,-122.9783750711,608,Buteo,jamaicensis,,Buteo jamaicensis,Red-tailed Hawk,https://www.inaturalist.org/observations/30351669,"{'x': -122.97837507099996, 'y': 37.99281896700006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97837507099996,37.99281896700006,-122.90530061399994,38.027592301000055,Aves,Aves
93181016,70644722,16622,Aves,eddiemon,2019-10-06T18:03:49-07:00,10,2019,2021-03-06T19:27:03+00:00,research,37.9949801339,-122.9796596269,1250,Empidonax,wrightii,,Empidonax wrightii,Gray Flycatcher,https://www.inaturalist.org/observations/70644722,"{'x': -122.97965962699999, 'y': 37.99498013400006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97965962699999,37.99498013400006,-122.90530061399994,38.027592301000055,Aves,Aves
131019371,164551336,244380,Aves,michael_long,2023-05-27T08:21:00-07:00,5,2023,2023-06-04T19:55:19+00:00,research,37.9951070764,-122.9798012411,2,Zonotrichia,leucophrys,nuttalli,Zonotrichia leucophrys nuttalli,Nuttall's White-crowned Sparrow,https://www.inaturalist.org/observations/164551336,"{'x': -122.97980124099996, 'y': 37.99510707600007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97980124099996,37.99510707600007,-122.90530061399994,38.027592301000055,Aves,Aves
131407450,205200453,48795,Plantae,dcullen,2024-04-01T12:34:53-07:00,4,2024,2024-04-03T14:36:11+00:00,research,37.9968116667,-122.9809283333,36,Sidalcea,malviflora,,Sidalcea malviflora,Dwarf Checkermallow,https://www.inaturalist.org/observations/205200453,"{'x': -122.98092833299995, 'y': 37.99681166700003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98092833299995,37.99681166700003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
130979778,164461707,57211,Plantae,rileyneat,2023-05-28T13:37:47-07:00,5,2023,2023-08-13T21:47:16+00:00,research,38.0159,-122.8475333333,,Eriogonum,latifolium,,Eriogonum latifolium,Seaside Buckwheat,https://www.inaturalist.org/observations/164461707,"{'x': -122.84753333299994, 'y': 38.015900000000045, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.84753333299994,38.015900000000045,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
92056467,110373492,50840,Plantae,pav_marek,2022-04-03T14:49:17-07:00,4,2022,2022-04-06T15:22:00+00:00,research,38.0144500732,-122.8473815918,,Calochortus,tolmiei,,Calochortus tolmiei,Tolmie's pussy ears,https://www.inaturalist.org/observations/110373492,"{'x': -122.84738159199998, 'y': 38.014450073000035, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.84738159199998,38.014450073000035,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
92577632,110723988,49918,Plantae,alicecaste,2022-04-07T13:23:00+00:00,4,2022,2022-04-08T05:05:37+00:00,research,37.9954626074,-122.980966585,244,Sisyrinchium,bellum,,Sisyrinchium bellum,western blue-eyed grass,https://www.inaturalist.org/observations/110723988,"{'x': -122.98096658499998, 'y': 37.995462607000036, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98096658499998,37.995462607000036,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
93400769,194930494,41728,Mammalia,deehimes,2023-12-26T13:45:17-08:00,12,2023,2024-01-02T16:23:28+00:00,research,37.9974283333,-122.9821466667,3,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/194930494,"{'x': -122.982146667, 'y': 37.99742833300007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.982146667,37.99742833300007,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
94581370,194938538,41728,Mammalia,silveradojim,2023-12-26T13:13:43-08:00,12,2023,2024-01-03T15:20:03+00:00,research,37.997445,-122.9822533333,6,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/194938538,"{'x': -122.98225333299996, 'y': 37.99744500000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98225333299996,37.99744500000003,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
91241099,194170227,41728,Mammalia,mglines,2023-12-16T15:53:52-08:00,12,2023,2024-01-02T16:25:20+00:00,research,37.9974497997,-122.9822906997,,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/194170227,"{'x': -122.98229069999996, 'y': 37.99744980000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98229069999996,37.99744980000003,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
94114475,194860362,41728,Mammalia,john1kelly,2023-09-30T10:21:49-07:00,9,2023,2024-01-02T16:23:33+00:00,research,37.9974137997,-122.9823070997,,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/194860362,"{'x': -122.98230709999996, 'y': 37.99741380000006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98230709999996,37.99741380000006,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
94652201,194986602,42051,Mammalia,silveradojim,2023-12-26T13:04:42-08:00,12,2023,2026-02-25T03:23:58+00:00,research,37.99543,-122.9818333333,11,Canis,latrans,,Canis latrans,Coyote,https://www.inaturalist.org/observations/194986602,"{'x': -122.98183333299994, 'y': 37.995430000000056, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98183333299994,37.995430000000056,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
131026876,164569776,145310,Aves,birdingman,2023-05-28T10:05:00-07:00,5,2023,2023-05-30T05:33:18+00:00,research,37.9972503556,-122.9831185187,44,Spinus,tristis,,Spinus tristis,American Goldfinch,https://www.inaturalist.org/observations/164569776,"{'x': -122.98311851899996, 'y': 37.99725035600005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98311851899996,37.99725035600005,-122.90530061399994,38.027592301000055,Aves,Aves
93282395,282309961,42220,Mammalia,evn,2025-05-17T14:04:28-07:00,5,2025,2026-01-06T13:30:43+00:00,research,37.997563006,-122.983472608,1573,Odocoileus,hemionus,,Odocoileus hemionus,Mule Deer,https://www.inaturalist.org/observations/282309961,"{'x': -122.98347260799994, 'y': 37.997563006000064, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98347260799994,37.997563006000064,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
131579207,250510413,49699,Other,mateowagner,2024-11-03T16:45:04-08:00,11,2024,2024-11-06T15:07:34+00:00,research,38.0102462086,-122.8444670671,73,Pisaster,ochraceus,,Pisaster ochraceus,Ochre Sea Star,https://www.inaturalist.org/observations/250510413,"{'x': -122.84446706699998, 'y': 38.01024620900006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.84446706699998,38.01024620900006,-122.90530061399994,38.027592301000055,Asteroidea,Asteroidea
92852987,152886190,9357,Aves,connorcochrane,2021-05-16T00:00:00+00:00,5,2021,2023-03-31T02:00:39+00:00,research,37.9986823463,-122.990759385,4,Icterus,bullockii,,Icterus bullockii,Bullock's Oriole,https://www.inaturalist.org/observations/152886190,"{'x': -122.99075938499999, 'y': 37.998682346000066, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.99075938499999,37.998682346000066,-122.90530061399994,38.027592301000055,Aves,Aves
93301698,194937750,42220,Mammalia,silveradojim,2023-12-26T13:57:10-08:00,12,2023,2026-01-06T09:53:08+00:00,research,37.9972416667,-122.9933616667,5,Odocoileus,hemionus,,Odocoileus hemionus,Mule Deer,https://www.inaturalist.org/observations/194937750,"{'x': -122.99336166699999, 'y': 37.997241667000026, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.99336166699999,37.997241667000026,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
91512662,70069516,67016,Amphibia,yardsale,2021-02-22T12:05:10+00:00,2,2021,2024-06-25T05:09:28+00:00,research,38.0057491302,-122.8295811413,28300,Rana,draytonii,,Rana draytonii,California Red-legged Frog,https://www.inaturalist.org/observations/70069516,"{'x': -122.82958114099995, 'y': 38.00574913000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.82958114099995,38.00574913000003,-122.90530061399994,38.027592301000055,Amphibia,Amphibia
90873378,29002837,42221,Mammalia,ocean_beach_goth,2018-01-14T14:23:32-08:00,1,2018,2020-07-16T15:04:44+00:00,research,37.9970383333,-123.0061416667,10,Odocoileus,hemionus,columbianus,Odocoileus hemionus columbianus,Black-tailed Deer,https://www.inaturalist.org/observations/29002837,"{'x': -123.00614166699995, 'y': 37.997038333000035, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.00614166699995,37.997038333000035,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
131029133,164575051,61010,Plantae,mountainmole,2023-05-29T14:12:50-07:00,5,2023,2023-05-31T04:03:52+00:00,research,37.99727,-123.0097111167,4,Lupinus,arboreus,,Lupinus arboreus,yellow bush lupine,https://www.inaturalist.org/observations/164575051,"{'x': -123.009711117, 'y': 37.99727000000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.009711117,37.99727000000007,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
92949816,70705131,58812,Plantae,alycia_m,2021-03-06T11:52:24+00:00,3,2021,2021-07-02T22:31:56+00:00,research,37.9964760017,-122.823773194,4990,Cotula,coronopifolia,,Cotula coronopifolia,Brass Buttons,https://www.inaturalist.org/observations/70705131,"{'x': -122.82377319399995, 'y': 37.996476002000065, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.82377319399995,37.996476002000065,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
131028731,164574141,50854,Plantae,mountainmole,2023-05-29T14:08:14-07:00,5,2023,2023-05-30T13:53:18+00:00,research,37.9977833333,-123.01085555,4,Iris,douglasiana,,Iris douglasiana,Douglas iris,https://www.inaturalist.org/observations/164574141,"{'x': -123.01085554999997, 'y': 37.99778333300003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.01085554999997,37.99778333300003,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
132142264,294076800,57124,Plantae,arvel,2025-06-29T14:02:00-07:00,6,2025,2025-07-01T20:58:14+00:00,research,37.99911389,-123.01360833,,Allium,dichlamydeum,,Allium dichlamydeum,coastal onion,https://www.inaturalist.org/observations/294076800,"{'x': -123.01360832999995, 'y': 37.99911389000005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.01360832999995,37.99911389000005,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
92982204,111032309,42220,Mammalia,spncrbrrtt,2022-04-10T13:21:59-10:00,4,2022,2026-01-06T08:08:07+00:00,research,37.9971321945,-123.0140730222,145,Odocoileus,hemionus,,Odocoileus hemionus,Mule Deer,https://www.inaturalist.org/observations/111032309,"{'x': -123.01407302199999, 'y': 37.99713219400007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.01407302199999,37.99713219400007,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
93669856,324517762,56026,Plantae,ehammer,2025-10-27T15:51:38-07:00,10,2025,2025-12-30T02:11:58+00:00,research,37.997055,-123.0145333333,2,Carpobrotus,chilensis,,Carpobrotus chilensis,Chilean sea fig,https://www.inaturalist.org/observations/324517762,"{'x': -123.01453333299997, 'y': 37.997055000000046, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.01453333299997,37.997055000000046,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
